title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
Mutta's Verses 慕塔的诗节(《长老尼偈》之一),Mutta (Therigatha) 慕塔,"公元前5-4世纪印度恒河流域早期佛教比丘尼,《长老尼偈》(Therigatha)收录其偈语。是佛陀时代最早一批皈依佛教的女性弟子之一,据传出身贫苦,因感到三种弯曲(舂米石、犁、丈夫)的压迫而出家。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Rajagaha (Rajgir) 王舍城,25.0286,85.4209,-480,诗歌/宗教,"慕塔在《长老尼偈》第11偈写下她出家的原因:我从三种弯曲中获得解脱——从舂米石、犁、和我那个驼背的丈夫。我从生与死中获得解脱,我从所有把我系缚在轮回中的索缚中获得解脱。这是世界文学史上罕见的、由女性以第一人称简洁有力地宣告自身从家庭与肉身奴役中解放出来的早期诗作。整部《长老尼偈》是世界宗教史上唯一一部完全归于女性作者的圣典级文献,收录公元前6-3世纪间约73位长老尼的偈语。慕塔的诗节是其中最具直接性别政治意识的篇章之一,跨越两千五百年,仍以惊人的现代感与之共鸣。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 婚姻
Buddhist nun Khema's Verses 凯玛比丘尼诗节,Khema (Therigatha) 凯玛,"公元前5世纪印度早期佛教比丘尼,出身摩揭陀贵族(一说为频婆娑罗王王后)。被佛陀称作比丘尼中智慧第一者,与莲花色合称两大女弟子。《长老尼偈》收其偈语,其与魔王的对话保存于多部早期佛教经典。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Rajagaha (Rajgir) 王舍城,25.0288,85.4211,-480,诗歌/宗教,"凯玛在《长老尼偈》第139-144偈以与魔王Mara的对话形式,呈现她对欲望的根本拒绝。魔王化身为美少年,试图以年轻、美貌、感官享乐诱惑她,讥笑她漂亮的脸为何躲在尼姑庵中。她以充满锋利逻辑的回答:我厌恶这具身体——你看它,它每天分泌污物,装着腐烂,病、死即将到来;一切感官的快乐都像锋利的剑、像浸毒的箭。她以一个曾出身宫廷、以美貌闻名的女性身份,系统颠覆世俗对女性身体价值的定义。她的对话不是被动逃避而是主动否定,是早期佛教文学中以女性视角对身体政治最锐利的批判。她代表佛教比丘尼传统中智慧与思辨的最高典范,与同集中以悲恸为题的Vasitthi、以解脱为题的Mutta构成互补的女性精神图谱。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 宫廷女性
Sumangalamata's Verses 苏曼噶拉玛塔的诗节,Sumangalamata (Therigatha) 苏曼噶拉玛塔,"公元前5-4世纪印度早期佛教比丘尼,《长老尼偈》收录其偈语。原是贫困家庭主妇,丈夫为编席工。儿子苏曼噶拉先出家修行成就,她随后也出家。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Savatthi 舍卫城,27.5189,82.0481,-470,诗歌/宗教,"苏曼噶拉玛塔在《长老尼偈》第23偈写下:啊,我已自由,我已自由!我多么幸运地从舂米石与无遮羞布的丈夫那里获得解脱!我那个连阴影都让我厌恶的丈夫,现在我已远离他。我修禅入定,贪嗔痴皆已止息。她以一个底层贫困妇女的真实嗓音,记录被家务、贫穷、暴力丈夫压垮的婚姻生活,以及佛教僧团给予她精神与物质双重解放的体验。在印度阶层森严的社会结构中,佛教早期开放给女性的出家途径让低种姓、贫困、被遗弃妇女得以摆脱家庭奴役。她的诗与同集中的Mutta、Punnika等共同构成世界文学中最早的女性集体自传文献。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 婚姻
Punnika's Dialogue 普妮卡与婆罗门的对话,Punnika (Therigatha) 普妮卡,"公元前5-4世纪印度早期佛教比丘尼,出身奴隶家庭。《长老尼偈》收录其诗。她在河边遇见执着于晨浴洁净仪式的婆罗门,以一番机锋对话使其皈依佛教,自己后来也出家成阿罗汉。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Savatthi 舍卫城,27.5191,82.0483,-470,诗歌/宗教,"本诗以对话形式展开:普妮卡看到一位婆罗门冬日清晨在河中沐浴,问他为何受寒。婆罗门答:我以晨浴洗去罪孽。普妮卡反问:那么所有鱼、龟、青蛙、水生动物都该升入天堂——它们都终日在水里。她继而层层逻辑:若沐浴可洗罪,屠夫、猎人、盗贼浴后亦可升天,世间何须道德?婆罗门被说服,丢下沐浴衣皈依佛门。本诗将一名出身奴隶的女性塑造为以理性击败种姓权威的辩论者,展现早期佛教对印度社会等级与宗教仪式权威的根本挑战。普妮卡的智慧不是天授的灵感,而是简单的逻辑追问——这一姿态在世界宗教史上对女性而言是极为罕见的早期范式。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 哲学对话
Buddhist nun Patacara's Verses 帕塔伽罗比丘尼诗节,Patacara (Therigatha) 帕塔伽罗,"公元前5世纪印度早期佛教比丘尼。出身富家但与穷家男子私奔,生子途中遭遇暴风雨与洪水,丈夫、两个孩子、父母、兄弟全部在数日内死去,她精神崩溃,赤身游荡街头。被佛陀以一句话开示后清醒,出家成阿罗汉。《长老尼偈》收其偈语。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Savatthi 舍卫城,27.5193,82.0485,-470,诗歌/宗教,"帕塔伽罗在《长老尼偈》第112-116偈讲述她极端的悲剧:与丈夫私奔后,生第二个孩子的途中遭遇暴风雨,丈夫被毒蛇咬死;她独自抱新生儿与大儿子涉河,洪水冲走幼子,大儿子被鹰叼走;她回到父家,得知父母与兄弟在前夜暴雨中房塌全部丧生。她精神崩溃,赤身在街头游荡,被人称作疯妇。佛陀在祇树给孤独园看见她,只说了一句:姐妹,清醒过来。她当下清醒,皈依出家。诗中她描绘自己在井边洗脚时,看见水沿不同长度流下大地——有的浅、有的深、有的中——领悟到众生死亡也如此:或早或晚或中年,无一可免。这是世界悲剧文学中最早以女性第一人称记录的极端创伤经验,与现代心理创伤学有惊人的共鸣。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 婚姻
Vasitthi's Verses 婆悉师悌的诗节,Vasitthi (Therigatha) 婆悉师悌,"公元前5-4世纪印度早期佛教比丘尼,出身富家。《长老尼偈》收录其诗。她在幼子夭折后因悲伤过度而精神错乱,流浪街头,直到遇见佛陀听其说法而清醒,出家成道。","Magadha, Ganges plain",Maurya/Magadha India 摩揭陀(印度),Mithila 弥提罗,26.6504,86.0704,-460,诗歌/宗教,"婆悉师悌在《长老尼偈》第133-138偈讲述失去爱子的母亲是如何崩溃的:我因儿之死而疯,衣不蔽体,蓬头垢面,流浪在街头,在垃圾堆与墓地间游走。她遇见佛陀,聆听其开示——一切因缘所生皆无常——心智渐次清醒。她从一个被悲哀彻底击垮的母亲,转化为坚定的修行者。这首诗以朴素的第一人称,描绘母性悲痛的极端状态,这一题材在世界文学中是稀罕的——尤其是从一个亲历者本人的视角。本组诗与同集中的Kisagotami(怀抱死子,从佛处寻求救治的著名公案主角)共同构成佛教文献中关于女性母性创伤与精神解脱的最早系统书写。",公元前; 古印度; 诗歌; 宗教; 宗教女性; 母性
Korinna's Boeotian Songs 科林娜的波奥提亚诗集,Corinna 科林娜,"古希腊女诗人,生于波奥提亚的塔纳格拉,生卒年代有争议,可能为公元前5世纪与品达同时代,也可能为公元前3-2世纪。Smyth称她为继萨福之后最著名的古希腊女诗人。作品以波奥提亚地方传说为主,生前以方言诗歌闻名。","Tanagra, Boeotia",Greece 希腊,Tanagra 塔纳格拉,38.317,23.551,-450,诗歌,"科林娜以波奥提亚方言写作,题材取自当地传说与神话。最著名的残篇是《忒尔莫顿与赫利孔的歌唱比赛》,讲述两座山——忒尔莫顿与赫利孔——以歌声相争,忒尔莫顿胜出后获众缪斯赠戴桂冠,赫利孔愤而抛出万千巨石。另一残篇描述城邦女子学习诗歌、为城邦节庆献歌的场景。古代文献称她曾五次在德尔斐比赛中击败诗人品达,虽真实性存疑,显示后世对她的高度评价。她以方言地方主义的姿态,把波奥提亚乡土传统提升为可与雅典中心抗衡的诗歌,代表早期女性诗人对地方文化的捍卫。",公元前; 古希腊; 诗歌
Praxilla's Drinking Songs 普拉克西拉的饮酒歌,Praxilla 普拉克西拉,"公元前5世纪希腊女诗人,出生于科林斯湾畔的西库昂。被Antipater of Thessalonica列入九大女诗人。她创作酒会歌(skolia)、迪西兰布与神话叙事诗,以独特的格律(普拉克西拉式)闻名,作品仅存少量残片。","Sicyon, Greece",Greece 希腊,Sicyon 西库昂,37.992,22.746,-450,诗歌/酒会歌,"普拉克西拉以创作酒会歌(skolia)与迪西兰布闻名。最著名的残篇出自她对神话人物阿多尼斯的描绘:被问及在冥府最思念什么,死去的阿多尼斯回答:阳光最美;月亮、星辰、成熟的黄瓜与梨。这一答复因将凡俗的瓜果与日月星辰并列,在古代被嘲笑为愚蠢的普拉克西拉,但现代学者重新评价其为对生命短暂之美的朴素礼赞。她还写过关于阿波罗、宙斯诱拐卡里斯托等神话题材的诗。她的格律(普拉克西拉式)被后世希腊抒情诗大量使用。她以女性身份介入酒会歌这一传统男性场合的创作,是希腊女诗人罕见的例子。",公元前; 古希腊; 诗歌; 酒会歌
Diotima's Speech on Love 迪欧蒂玛论爱(柏拉图《会饮篇》记录),Diotima of Mantinea 曼提尼亚的迪欧蒂玛,"公元前5世纪希腊女哲学家,生于阿卡迪亚的曼提尼亚。在柏拉图《会饮篇》中,苏格拉底自述他关于爱的最重要思想全部来自这位女性的教导。学界对她是否为历史真实人物或文学虚构存在长期争论,但即使是虚构,这也是西方哲学史上罕见的将关键哲学思想归于女性导师的情形。",Athens / Mantinea,Greece 希腊,Mantinea 曼提尼亚,37.6256,22.3939,-440,哲学,"在柏拉图《会饮篇》(约前385)中,苏格拉底在论爱的对话最高潮回忆他年轻时从曼提尼亚女祭司迪欧蒂玛那里所学的关于爱的真谛。她教导他:爱不是神而是介于神与人之间的精灵(daimon);爱是对永恒美的渴望;爱通过繁殖——肉体上的子女或精神上的诗、法律、思想——追求永生;真正的爱通过爱具体的美的肉体,上升到爱所有的美的肉体,再上升到爱美的灵魂、美的制度、美的知识,最终到达对美本身的直观——这一阶梯即著名的Platonic Ladder(柏拉图阶梯)。无论迪欧蒂玛是否真实存在,她的演说成为西方哲学史上最重要的关于爱的论述之一,且明确归于一位女性导师。她的存在(或假托)证明:即使在男性哲学家主导的雅典,女性可以被设想为最高哲学真理的源头。",公元前; 古希腊; 哲学; 宗教女性; 内在生命; 哲学对话
Aspasia's Funeral Oration (attributed) 阿斯帕西娅的悼念演说,Aspasia of Miletus 阿斯帕西娅,"公元前5世纪希腊女哲学家、修辞学家(约前470-前400),生于米利都,后到雅典,成为伯里克利的情妇与思想伴侣。她在雅典开设修辞学校,据Plutarch记载苏格拉底常带学生前往学习。柏拉图《美涅克塞努篇》中归于她的悼念演说被视为雅典著名葬礼演说传统的源头之一。","Athens, Greece",Greece 希腊,Athens 雅典,37.9838,23.7275,-440,哲学/演说,"在柏拉图《美涅克塞努篇》(约前386)中,苏格拉底为青年Menexenus讲述了一段悼念雅典阵亡战士的演说,并明言这是阿斯帕西娅亲自教给他的——同时她也是伯里克利那篇著名葬礼演说(被Thucydides收录在《伯罗奔尼撒战争史》第二卷)的真正作者或重要协作者。柏拉图记载的演说从雅典的神话起源讲起,赞颂雅典作为民主之母、自由之地的传统,赞美阵亡战士的英勇,并以战士们对幸存者的告诫收尾。无论这一归属在多大程度上是柏拉图的戏剧化笔法,阿斯帕西娅在公元前5世纪雅典作为知识女性的重要性是被苏格拉底、色诺芬、Plutarch等多位古代作者共同承认的。她代表雅典民主黄金时代中,一位外邦女性如何以修辞学家身份介入最具公共意义的政治演说传统。",公元前; 古希腊; 哲学; 演说; 哀悼; 战争
Perictione's On the Harmony of Women 佩里克底翁《论女性的和谐》,Perictione 佩里克底翁,"公元前4-3世纪希腊女哲学家,毕达哥拉斯学派后期成员。或为柏拉图之母同名(柏拉图之母Perictione出身雅典名门Solon家族),也有学者认为是后世以柏拉图母亲名号写作的毕达哥拉斯学派女作家。两部传世片段:《论女性的和谐》《论智慧》。",Athens / Magna Graecia,Greece 希腊,Athens 雅典,37.984,23.7277,-360,哲学,"佩里克底翁的《论女性的和谐》以多里安方言写作,讨论女性如何在家庭中实现内在和谐:她应像音乐中的和声一样,平衡欲望、理性、情绪、行为各种成分,展现为节制、虔敬、勤勉、对丈夫的忠诚。她将毕达哥拉斯学派的核心比喻(宇宙是数的和谐)引申到女性人格论。《论智慧》则更系统地讨论智慧作为最高德性、数的形而上学、灵魂与身体的关系。两部作品都展示晚期毕达哥拉斯学派中女性哲学家如何以方言诗化的散文,将抽象哲学应用于女性具体生活。佩里克底翁与Aesara、Phintys、Melissa等女性毕达哥拉斯派作家共同构成西方哲学史中一条几乎被遗忘的女性哲学谱系——晚期希腊化女性哲学的独立传统。",公元前; 古希腊; 哲学; 婚姻; 母性; 内在生命
The Distaff 卷线杆,Erinna 厄琳娜,"古希腊女诗人(约前350),生于多德卡尼斯的特洛斯岛(或莱斯沃斯)。传说仅活了19岁。被Antipater of Thessalonica列入九大女诗人。她以三百行六步格史诗悼念早逝的童年挚友Baucis,被誉为继萨福之后最杰出的女诗人之一。","Telos, Greece",Greece 希腊,Telos 特洛斯,36.41,27.35,-350,诗歌/挽歌,"本诗是厄琳娜在挚友Baucis婚后不久去世后写下的300行六步格挽歌,题为卷线杆——古希腊女子日常织布工具的象征。诗篇追忆童年与Baucis一同游戏的场景:扮新娘的游戏、追逐布偶娃娃、母亲的责骂、年少时关于未来的幻想。诗人回顾两人由童年女伴渐渐进入婚姻、家庭、生育的不同命运:Baucis嫁人后短短数月即死,可能死于难产。厄琳娜将一个普通女性少年时代的私密世界,以史诗格律的庄严呈现出来,被认为是古代女性书写童年与女性纽带最早的杰作。现存仅约20行残片与3首小诗,但这部作品在希腊化时代被广泛阅读,与萨福齐名。",公元前; 古希腊; 诗歌; 挽歌; 婚姻; 母性
Moero's Verse 莫罗的诗,Moero (Myro) of Byzantium 莫罗,"希腊化时代女诗人(公元前4世纪末-前3世纪初),生于拜占庭。被Meleager与Antipater列入著名女诗人之列。其子Homerus of Byzantium也是诗人。莫罗以史诗、抒情诗、铭体诗见长,作品多取自神话,部分残片保存于《希腊诗选》。",Byzantium,Greece 希腊,Byzantium 拜占庭,41.0082,28.9784,-300,诗歌,"莫罗的诗以宙斯童年由库瑞忒斯护卫并由神鸽喂以神食的神话为题材最为出名,展现婴儿宙斯被库瑞忒斯一边敲打铜盾一边歌舞守护的场景。她还写阿尔忒弥斯、阿波罗的颂辞与铭体诗,其中一首为葡萄树挽歌:树啊,你为黛奥尼索斯结出甘美的果实,我将你献于他的神坛。古代评论家称赞她的史诗题为Mnemosyne(记忆女神),但已散佚。莫罗代表希腊化时代女诗人参与神话叙事诗传统、并能将男性史诗化语言运用于自身的女性,在以萨福抒情为主导的女诗人传统之外开拓了另一种可能。",公元前; 古希腊; 诗歌; 哀悼
Anyte's Epigrams 阿尼忒的铭体诗,Anyte of Tegea 阿尼忒,"希腊化时代女诗人(公元前3世纪初),生于阿卡狄亚的特格亚。Antipater of Thessalonica列为九大女诗人。据称曾在伯罗奔尼撒主持诗学派别。她以多里安方言写作铭体诗,尤擅写动物哀歌与乡野风景,被称为田园铭体诗的先驱,被Antipater誉为女荷马。","Tegea, Greece",Greece 希腊,Tegea 特格亚,37.467,22.417,-290,诗歌/铭体诗,"阿尼忒的传世铭体诗约18首,保存在《希腊诗选》中。她开创了将原本用于真人墓志的铭体形式应用于动物——为家中死去的猫、马、海豚、蚱蜢撰写墓志铭——这一创新影响了后世希腊化诗歌。其中一首为小马驹立的墓志写道:你曾如雷霆般奔过山间,如今静卧;另一首为捕到蚱蜢却被掐死的小女孩米罗写挽歌。她也写田园风景:夏日树下、泉边、牧人的笛声。她将原属男性史诗、墓志、政治公共表达的体裁,转向私人哀悼与日常微物。她比起其他古希腊女诗人,作品保存得更完整,提供了希腊化时代女性文人完整诗学的稀有标本。",公元前; 古希腊; 诗歌; 铭体诗; 哀悼
Nossis's Epigrams 诺西斯的铭体诗,Nossis of Locri 诺西斯,"希腊化时代女诗人(公元前3世纪),生于南意大利大希腊地区的洛克里斯。被Antipater列入九大女诗人。她自称在风格上承接萨福,以铭体诗为伊俄罗斯地区的女性神庙、贵族肖像、戏剧女子写颂辞,作品集中歌颂女性间的情谊与女神崇拜。","Locri, Magna Graecia",Greece (Magna Graecia) 希腊(大希腊),Locri 洛克里,38.2387,16.258,-280,诗歌/铭体诗,"诺西斯的12首铭体诗保存于《希腊诗选》。她在开篇直言:没有什么比爱更甜美,所有福分都让位于它,连蜂蜜也从我嘴中吐出。她为洛克里斯的赫拉神庙女信徒、母亲、女儿、戏剧女演员立辞,题材几乎全部围绕女性。她明确宣告自己以萨福为先驱,在末篇请求陌生路人若到米蒂利尼,请告诉那里的人:洛克里斯生下了一位诺西斯,她受缪斯钟爱。她将原本男性占主导的铭体诗传统转向以女性社群为核心的礼赞,是大希腊地区女性公共声音的稀见见证,也是古代女性自觉宣示文学谱系的早期范例。",公元前; 古希腊; 诗歌; 铭体诗; 母性
Zhuo Wenjun's White Hair Lament 卓文君《白头吟》,Zhuo Wenjun 卓文君,"西汉才女(约前175-前121),蜀郡临邛冶铁巨商卓王孙之女。姿色娇美,精通音律,善鼓琴。与著名文人司马相如一见钟情,夜奔成都,后以当垆卖酒抗衡父亲家族压力。最终被父亲接纳并支持丈夫入京为官。","Linqiong, Shu",China 中国,Linqiong (Qionglai) 临邛(邛崃),30.4131,103.464,-130,诗歌,"传说丈夫司马相如在长安受宠、欲纳茂陵女为妾,卓文君写下《白头吟》劝退他。诗中千古名句:愿得一心人,白头不相离。诗篇先以皑如山上雪、皎若云间月的清丽起兴,转而道出闻君有两意、故来相决绝的决断态度,再以躞蹀御沟上,沟水东西流的画面表达决意分手的姿态,最后请求丈夫珍重此情勿轻负。司马相如收到诗后打消纳妾念头。这首诗以一个西汉女性主动捍卫婚姻、要求情感平等的姿态,在中国文学传统中成为情诗经典。卓文君另有《诀别书》流传,以汉代妇女罕见的自主姿态闻名,后被纳入中国古代四大才女之一。",公元前; 古代中国; 诗歌; 婚姻
Cornelia's Letters 科妮莉娅书信,Cornelia Africana 科妮莉娅,"公元前2世纪罗马共和国时期贵妇(约前190-前100),老斯基皮奥的次女,改革家提比略与盖约·格拉古兄弟的母亲。她以学识、母教与政治见识著称,书信流传后世,被昆体良誉为罗马最优雅的拉丁文范本之一,也是罗马最受敬重的母亲典范。","Rome, Italy",Roman Republic 罗马共和国,Rome 罗马,41.9032,12.4968,-125,书信/政治,"西塞罗与昆体良都引述过科妮莉娅的两封致幼子盖约·格拉古的书信,后被节录保存于Nepos的著作。信中她极力劝阻儿子追随兄长提比略走暴力革命的道路,警告他这将葬送自己与家族:你说要为父辈复仇——我不知谁比那些被你以这种方式带入战乱的人更应被复仇。她以母亲的伦理权威,对一场震动罗马共和国的政治改革直接介入。她终身不再嫁(尽管埃及国王求婚),将全部精力投入两个儿子的教育与公共生活。她的书信被昆体良誉为儿子们能成为雄辩演说家,母亲的家教与文笔功不可没。这是罗马女性政治书写最有名的实例。",公元前; 古罗马; 政治; 书信; 母性
Hortensia's Speech 霍腾西娅演说,Hortensia 霍腾西娅,"公元前1世纪罗马共和国晚期女演说家,著名演说家Quintus Hortensius Hortalus之女。公元前42年,第二次三头同盟向1400位罗马富家女征收战争税,她代表妇女团体亲赴罗马广场,向三巨头发表抗议演说,被昆体良记入演说史。","Rome, Italy",Roman Republic 罗马共和国,Rome 罗马,41.9028,12.4964,-42,演说/政治,"公元前42年,屋大维、安东尼、雷必达三巨头为筹集对抗刺杀凯撒者的军费,向1400名罗马富家女征收特别税。霍腾西娅率团到罗马广场,向三巨头亲自演说:你们已剥夺了我们的父亲、丈夫、兄弟和儿子,现在又要剥夺我们的财产——但既然你们不让我们享有任何政治荣誉、官职或战利品,我们为何要分担战争的代价?演说说服三巨头将征税名单从1400人减至400人,被视为罗马共和国晚期最具影响力的女性公共干预。昆体良在《演说学纲要》中将她的演说与其父并列。这是西方政治史上有记载的女性首次在最高级别政治场合发表演说,文本由后世传抄,被视为女性政治演说的奠基样本。",公元前; 古罗马; 政治; 演说; 婚姻; 战争
Cleopatra VII's Letters 克娄巴特拉七世书信(已佚),Cleopatra VII Philopator 克娄巴特拉七世,"公元前1世纪埃及托勒密王朝末代女王(前69-前30),通晓九种语言,亲自处理外交国书。古代文献提到她著有医药、化妆、度量衡等多部论著,其中部分被Galen等后世医学家引用。她的政治书信(致凯撒、安东尼、罗马元老院)是古代世界最重要的女性政治写作之一,但绝大部分散佚。","Alexandria, Egypt",Ptolemaic Egypt 托勒密埃及,Alexandria 亚历山大里亚,31.2009,29.9195,-35,政治/科学,"克娄巴特拉七世以九种语言著称,是托勒密王朝中第一位真正学会埃及语的统治者。她的政治书信(致凯撒、安东尼、罗马元老院)是古代世界最重要的女性政治写作之一,普鲁塔克在《安东尼传》中引用部分内容。古代医药文献也提到她著有《化妆与药学》(Cosmetica),被Galen的医学著作引用——其中包括治脱发、皮肤病、妇科疾病的处方。9世纪阿拉伯炼金术文献还将她的名字与亚历山大里亚女炼金术学派联系起来(虽然这与同名的炼金术士克娄巴特拉容易混淆)。她代表希腊化时代末期最有政治权力与知识修养的女性君主——同时是政治家、学者、多语言外交家。她的失败(在Actium海战后自杀)标志着希腊化女性君主政治的终结,也标志着罗马帝国时代女性公共政治表达空间的大幅压缩。",公元前; 古埃及; 政治; 科学; 宫廷女性
Sulpicia's Elegies 苏尔皮西娅哀歌,Sulpicia 苏尔皮西娅,"公元前1世纪末罗马奥古斯都时代女诗人(约前40-前20后),出身名门Sulpicii家族,叔父为奥维德等诗人庇护者Messalla Corvinus。是古罗马唯一作品较完整传世的女诗人,六首拉丁短诗保存于Tibullus诗集第三卷。","Rome, Italy",Roman Republic 罗马共和国,Rome 罗马,41.903,12.4966,-20,诗歌/哀歌,"苏尔皮西娅的六首拉丁短诗保存于Tibullus诗集,共约40行。诗篇以第一人称写她与情人Cerinthus(Cornutus)的恋情:她欢欣地公开自己已经堕入情网、宁可承担流言也不愿假装贞洁;她在生日被叔父安排去乡间躲避情人时愤怒诉苦;她因病而无法见心上人时盼望对方也想念她;她忧心情人对一位女奴动情。诗以坦率而尖锐的女性视角,公开宣告女性的情欲自主,在罗马诗歌传统中是异数。她的作品长期被认为是男人代笔之作,直到20世纪后期女性主义古典学才将其确证为古罗马唯一较完整保存的女诗人之作,并被视为西方女性自传体诗歌的源头之一。",公元前; 古罗马; 诗歌; 爱情; 性别批判; 内在生命
Lady Ban's Resentful Song of the Fan 班婕妤《团扇歌》/《怨歌行》,Ban Jieyu 班婕妤,"西汉女作家(约前48-前6),楼烦人,班固、班昭之远祖姑。少使入宫,得汉成帝宠为婕妤。后因新宠赵飞燕姐妹得势而退居长信宫,自请伺奉太后。生前作品大部分散佚,流传至今的只有《团扇歌》《自悼赋》《捣素赋》。","Chang'an, Western Han China",China 中国,Chang'an (Xi'an) 长安(西安),34.3416,108.9398,-15,诗歌,"本诗以白绢团扇为喻,书写宫廷女子被宠极而废的悲剧。诗中开篇:新裂齐纨素,皎洁如霜雪。裁为合欢扇,团团似明月。出入君怀袖,动摇微风发。这是被宠时的写照。继而:常恐秋节至,凉飙夺炎热。弃捐箧笥中,恩情中道绝。秋风一起,扇被收入箱底;比喻夏日盛宠之女子,一旦色衰,便被弃于深宫。整首诗以极淡笔触写极深哀怨,被誉为中国宫怨诗的奠基之作。后世纳兰性德人生若只如初见,何事秋风悲画扇即化用此典。班婕妤代表西汉宫廷女性写作的高度,影响中国宫怨诗近两千年。",公元前; 古代中国; 诗歌
Marcia's Letters (lost) 玛西娅书信(已佚),Marcia of Rome 玛西娅,"公元1世纪罗马哲学家,Aulus Cremutius Cordus(因撰写反凯撒之共和派历史被Tiberius处死)之女。塞涅卡致她的著名Consolatio中提到她保存父亲被禁的历史著作,并在父亲死后多年坚持出版。她本人写有诗作与哲学反思,但作品已佚。","Rome, Italy",Roman Empire 罗马帝国,Rome 罗马,41.9037,12.4974,40,哲学/政治,"玛西娅的父亲Cremutius Cordus因撰写赞扬刺杀凯撒的Brutus与Cassius为最后罗马人的史书,被Tiberius皇帝起诉,绝食而死。其著作被官方焚毁。但玛西娅秘密保存了父亲手稿,在Tiberius死后多年说服皇帝Caligula允许重新出版部分内容。塞涅卡的《致玛西娅慰问书》(40 CE)写于她另一个儿子去世后,提到她以斯多葛派的坚毅承受丧子之痛、并在思想上自学哲学。她本人据载也写有诗与哲学札记,但都已散佚。她代表早期罗马帝国时期一类高知女性:出身被压制的政治家族、以斯多葛派思想自我塑造、以保存与传播被禁文本作为政治行动。她的存在(虽然作品已佚)证明罗马帝国早期知识女性的隐秘网络。",古典时代; 古罗马; 哲学; 政治; 内在生命
Pamphile's Historical Memoirs 帕菲拉历史回忆录,Pamphile of Epidaurus 帕菲拉,"公元1世纪希腊罗马女史学家(fl. 60 CE),Epidaurus人,丈夫为博学者Soteridas。以希腊文撰写33卷《历史评注》、《有名女子简记》、《关于争议事项》、《关于性快感》、《摘要》等大量学术著作,被Suda百科收录。是罗马帝国早期最重要的女学者之一。","Epidaurus, Greece",Roman Empire (Greek) 罗马帝国(希腊籍),Epidaurus 埃皮达鲁斯,37.596,23.079,60,历史/学术,"帕菲拉自述以幼时旁听父亲与丈夫的学术讨论起步,在十三年间积累成《历史评注》33卷,体例独特:不按时间或主题分类,而按记下的先后顺序排列,模拟谈话与记忆的真实流动。书已散佚,但通过Aulus Gellius、Diogenes Laertius、Photius等的引用可知其涵盖广泛——希腊罗马名人轶事、自然现象、词源、女性家政、性别与情欲。她的《关于性快感》及《有名女子简记》是古典晚期专门论述性与女性的稀有学术著作。她代表罗马帝国早期希腊文化圈中,女性能以一个长寿学者的身份系统建构知识——而非通过诗歌、宗教或政治抗议——的典型路径。",古典时代; 古罗马; 历史; 婚姻; 爱情; 性别批判
Sulpicia II's Satire 苏尔皮西娅二世讽刺诗,Sulpicia (the Satirist) 苏尔皮西娅二世,"公元1世纪末-2世纪初罗马女诗人(fl.90),Calenus之妻。古代评论家(尤其马提亚尔)赞美她的诗作描绘她与丈夫忠贞而欲望充盈的婚姻。仅一首70行的讽刺诗以她之名传世,虽真伪有争议,但提供罕见的女性婚姻诗学。","Rome, Italy",Roman Empire 罗马帝国,Rome 罗马,41.9035,12.4972,90,诗歌/讽刺诗,"归于苏尔皮西娅二世名下的70行讽刺诗《对皇帝Domitian的抗议》,讨论皇帝逐出哲学家的政令对她与丈夫家庭生活的影响。诗中她以缪斯的身份发问:她是否还能继续写诗?她是否能继续以欲望与情爱为题材?诗的姿态既政治又私密。马提亚尔在两首铭体诗中提到苏尔皮西娅在丈夫怀中写诗,以欲望与忠贞共存为荣。古代评论家视她为奥维德的女徒。本诗虽因风格问题被部分学者视为后世伪作,但它代表罗马诗歌传统中一个长期被埋没的位置:已婚女性以情欲、智识、政治判断三者交织的复合声音写作。她与公元前一世纪的Sulpicia一世共同标记拉丁诗中两次女性自我书写的关键节点。",古典时代; 古罗马; 诗歌; 讽刺诗; 婚姻; 爱情
